"cue","target","link"
"basket","tissue",0
"blanket","tissue",0
"bottle","tissue",0
"bowl","tissue",0
"box","tissue",0
"broom","tissue",0
"brush","tissue",0
"bucket","tissue",0
"camera","tissue",0
"can","tissue",0
"clock","tissue",0
"comb","tissue",0
"cup","tissue",0
"dish","tissue",0
"fork","tissue",0
"garbage","tissue",0
"glass","tissue",0
"glasses","tissue",0
"hammer","tissue",0
"jar","tissue",0
"keys","tissue",0
"knife","tissue",0
"lamp","tissue",0
"light","tissue",0
"medicine","tissue",0
"money","tissue",0
"mop","tissue",0
"nail","tissue",0
"napkin","tissue",0
"paper","tissue",0
"penny","tissue",0
"picture","tissue",0
"pillow","tissue",0
"plant","tissue",0
"plate","tissue",0
"purse","tissue",0
"radio","tissue",0
"scissors","tissue",0
"soap","tissue",0
"spoon","tissue",0
"tape","tissue",0
"telephone","tissue",0
"tissue","tissue",0
"toothbrush","tissue",0
"towel","tissue",0
"trash","tissue",0
"tray","tissue",0
"vacuum","tissue",0
"walker","tissue",0
"watch","tissue",0
"basement","tissue",0
"bathroom","tissue",0
"bathtub","tissue",0
"bed","tissue",0
"bedroom","tissue",0
"bench","tissue",0
"chair","tissue",0
"closet","tissue",0
"couch","tissue",0
"crib","tissue",0
"door","tissue",0
"drawer","tissue",0
"dryer","tissue",0
"garage","tissue",0
"high chair","tissue",0
"kitchen","tissue",0
"living room","tissue",0
"oven","tissue",0
"play pen","tissue",0
"porch","tissue",0
"potty","tissue",0
"rocking chair","tissue",0
"refrigerator","tissue",0
"room","tissue",0
"shower","tissue",0
"sink","tissue",0
"sofa","tissue",0
"stairs","tissue",0
"stove","tissue",0
"table","tissue",0
"TV","tissue",0
"window","tissue",0
"washing machine","tissue",0
"backyard","tissue",0
"cloud","tissue",0
"flag","tissue",0
"flower","tissue",0
"garden","tissue",0
"grass","tissue",0
"hose","tissue",0
"ladder","tissue",0
"lawn mower","tissue",0
"moon","tissue",0
"pool","tissue",0
"rain","tissue",0
"rock","tissue",0
"roof","tissue",0
"sandbox","tissue",0
"shovel","tissue",0
"sidewalk","tissue",0
"sky","tissue",0
"slide","tissue",0
"snow","tissue",0
"snowman","tissue",0
"sprinkler","tissue",0
"star","tissue",0
"stick","tissue",0
"stone","tissue",0
"street","tissue",0
"sun","tissue",0
"swing","tissue",0
"tree","tissue",0
"water","tissue",0
"wind","tissue",0
"alligator","toothbrush",0
"animal","toothbrush",0
"ant","toothbrush",0
"bear","toothbrush",0
"bee","toothbrush",0
"bird","toothbrush",0
"bug","toothbrush",0
"bunny","toothbrush",0
"butterfly","toothbrush",0
"cat","toothbrush",0
"chicken","toothbrush",0
"cow","toothbrush",0
"deer","toothbrush",0
"dog","toothbrush",0
"donkey","toothbrush",0
"duck","toothbrush",0
"elephant","toothbrush",0
"fish","toothbrush",0
"frog","toothbrush",0
"giraffe","toothbrush",0
"goose","toothbrush",0
"hen","toothbrush",0
"horse","toothbrush",0
"kitty","toothbrush",0
"lamb","toothbrush",0
"lion","toothbrush",0
"monkey","toothbrush",0
"moose","toothbrush",0
"mouse","toothbrush",0
"owl","toothbrush",0
"penguin","toothbrush",0
"pig","toothbrush",0
"pony","toothbrush",0
"puppy","toothbrush",0
"rooster","toothbrush",0
"sheep","toothbrush",0
"squirrel","toothbrush",0
"teddybear","toothbrush",0
"tiger","toothbrush",0
"turkey","toothbrush",0
"turtle","toothbrush",0
"wolf","toothbrush",0
"zebra","toothbrush",0
"airplane","toothbrush",0
"bicycle","toothbrush",0
"boat","toothbrush",0
"bus","toothbrush",0
"car","toothbrush",0
"firetruck","toothbrush",0
"helicopter","toothbrush",0
"motorcycle","toothbrush",0
"sled","toothbrush",0
"stroller","toothbrush",0
"tractor","toothbrush",0
"train","toothbrush",0
"tricycle","toothbrush",0
"truck","toothbrush",0
"ball","toothbrush",0
"balloon","toothbrush",0
"bat","toothbrush",0
"block","toothbrush",0
"book","toothbrush",0
"bubbles","toothbrush",0
"chalk","toothbrush",0
"crayon","toothbrush",0
"doll","toothbrush",0
"game","toothbrush",0
"glue","toothbrush",0
"pen","toothbrush",0
"pencil","toothbrush",0
"play dough","toothbrush",0
"present","toothbrush",0
"puzzle","toothbrush",0
"story","toothbrush",0
"toy","toothbrush",0
"apple","toothbrush",0
"applesauce","toothbrush",0
"banana","toothbrush",0
"beans","toothbrush",0
"bread","toothbrush",0
"butter","toothbrush",0
"cake","toothbrush",0
"candy","toothbrush",0
"carrots","toothbrush",0
"cereal","toothbrush",0
"cheerios","toothbrush",0
"cheese","toothbrush",0
"chicken","toothbrush",0
"chocolate","toothbrush",0
"coffee","toothbrush",0
"coke","toothbrush",0
"cookie","toothbrush",0
"corn","toothbrush",0
"cracker","toothbrush",0
"donut","toothbrush",0
"drink","toothbrush",0
"egg","toothbrush",0
"fish","toothbrush",0
"food","toothbrush",0
"french fries","toothbrush",0
"grapes","toothbrush",0
"green beans","toothbrush",0
"gum","toothbrush",0
"hamburger","toothbrush",0
"ice","toothbrush",0
"ice cream","toothbrush",0
"jello","toothbrush",0
"jelly","toothbrush",0
"juice","toothbrush",0
"lollipop","toothbrush",0
"meat","toothbrush",0
"melon","toothbrush",0
"milk","toothbrush",0
"muffin","toothbrush",0
"noodles","toothbrush",0
"nuts","toothbrush",0
"orange","toothbrush",0
"pancake","toothbrush",0
"peas","toothbrush",0
"peanut butter","toothbrush",0
"pickle","toothbrush",0
"pizza","toothbrush",0
"popcorn","toothbrush",0
"popsicle","toothbrush",0
"potato chip","toothbrush",0
"potato","toothbrush",0
"pretzel","toothbrush",0
"pudding","toothbrush",0
"pumpkin","toothbrush",0
"raisin","toothbrush",0
"salt","toothbrush",0
"sandwich","toothbrush",0
"sauce","toothbrush",0
"soda","toothbrush",0
"soup","toothbrush",0
"spaghetti","toothbrush",0
"strawberry","toothbrush",0
"toast","toothbrush",0
"tuna","toothbrush",0
"vanilla","toothbrush",0
"vitamins","toothbrush",0
"water","toothbrush",0
"yogurt","toothbrush",0
"beads","toothbrush",0
"belt","toothbrush",0
"bib","toothbrush",0
"boots","toothbrush",0
"button","toothbrush",0
"coat","toothbrush",0
"diaper","toothbrush",0
"dress","toothbrush",0
"gloves","toothbrush",0
"hat","toothbrush",0
"jacket","toothbrush",0
"jeans","toothbrush",0
"mittens","toothbrush",0
"necklace","toothbrush",0
"pajamas","toothbrush",0
"pants","toothbrush",0
"scarf","toothbrush",0
"shirt","toothbrush",0
"shoe","toothbrush",0
"shorts","toothbrush",0
"slipper","toothbrush",0
"sneaker","toothbrush",0
"snowsuit","toothbrush",0
"sock","toothbrush",0
"sweater","toothbrush",0
"tights","toothbrush",0
"underpants","toothbrush",0
"zipper","toothbrush",0
"ankle","toothbrush",0
"arm","toothbrush",0
"belly button","toothbrush",0
"buttocks","toothbrush",0
"cheek","toothbrush",0
"chin","toothbrush",0
"ear","toothbrush",0
"eye","toothbrush",0
"face","toothbrush",0
"finger","toothbrush",0
"foot","toothbrush",0
"hair","toothbrush",0
"hand","toothbrush",0
"head","toothbrush",0
"knee","toothbrush",0
"leg","toothbrush",0
"lips","toothbrush",0
"mouth","toothbrush",0
"nose","toothbrush",0
"owie","toothbrush",0
"penis","toothbrush",0
"shoulder","toothbrush",0
"toe","toothbrush",0
"tongue","toothbrush",0
"tooth","toothbrush",0
"tummy","toothbrush",0
"vagina","toothbrush",0
"basket","toothbrush",0
"blanket","toothbrush",0
"bottle","toothbrush",0
"bowl","toothbrush",0
"box","toothbrush",0
"broom","toothbrush",0
"brush","toothbrush",0
"bucket","toothbrush",0
"camera","toothbrush",0
"can","toothbrush",0
"clock","toothbrush",0
"comb","toothbrush",0
"cup","toothbrush",0
"dish","toothbrush",0
"fork","toothbrush",0
"garbage","toothbrush",0
"glass","toothbrush",0
"glasses","toothbrush",0
"hammer","toothbrush",0
"jar","toothbrush",0
"keys","toothbrush",0
"knife","toothbrush",0
"lamp","toothbrush",0
"light","toothbrush",0
"medicine","toothbrush",0
"money","toothbrush",0
"mop","toothbrush",0
"nail","toothbrush",0
"napkin","toothbrush",0
"paper","toothbrush",0
"penny","toothbrush",0
"picture","toothbrush",0
"pillow","toothbrush",0
"plant","toothbrush",0
"plate","toothbrush",0
"purse","toothbrush",0
"radio","toothbrush",0
"scissors","toothbrush",0
"soap","toothbrush",0
"spoon","toothbrush",0
"tape","toothbrush",0
"telephone","toothbrush",0
"tissue","toothbrush",0
"toothbrush","toothbrush",0
"towel","toothbrush",0
"trash","toothbrush",0
"tray","toothbrush",0
"vacuum","toothbrush",0
"walker","toothbrush",0
"watch","toothbrush",0
"basement","toothbrush",0
"bathroom","toothbrush",0
"bathtub","toothbrush",0
"bed","toothbrush",0
"bedroom","toothbrush",0
"bench","toothbrush",0
"chair","toothbrush",0
"closet","toothbrush",0
"couch","toothbrush",0
"crib","toothbrush",0
"door","toothbrush",0
"drawer","toothbrush",0
"dryer","toothbrush",0
"garage","toothbrush",0
"high chair","toothbrush",0
"kitchen","toothbrush",0
"living room","toothbrush",0
"oven","toothbrush",0
"play pen","toothbrush",0
"porch","toothbrush",0
"potty","toothbrush",0
"rocking chair","toothbrush",0
"refrigerator","toothbrush",0
"room","toothbrush",0
"shower","toothbrush",0
"sink","toothbrush",0
"sofa","toothbrush",0
"stairs","toothbrush",0
"stove","toothbrush",0
"table","toothbrush",0
"TV","toothbrush",0
"window","toothbrush",0
"washing machine","toothbrush",0
"backyard","toothbrush",0
"cloud","toothbrush",0
"flag","toothbrush",0
"flower","toothbrush",0
"garden","toothbrush",0
"grass","toothbrush",0
"hose","toothbrush",0
"ladder","toothbrush",0
"lawn mower","toothbrush",0
"moon","toothbrush",0
"pool","toothbrush",0
"rain","toothbrush",0
"rock","toothbrush",0
"roof","toothbrush",0
"sandbox","toothbrush",0
"shovel","toothbrush",0
"sidewalk","toothbrush",0
"sky","toothbrush",0
"slide","toothbrush",0
"snow","toothbrush",0
"snowman","toothbrush",0
"sprinkler","toothbrush",0
"star","toothbrush",0
"stick","toothbrush",0
"stone","toothbrush",0
"street","toothbrush",0
"sun","toothbrush",0
"swing","toothbrush",0
"tree","toothbrush",0
"water","toothbrush",0
"wind","toothbrush",0
"alligator","towel",0
"animal","towel",0
"ant","towel",0
"bear","towel",0
"bee","towel",0
"bird","towel",0
"bug","towel",0
"bunny","towel",0
"butterfly","towel",0
"cat","towel",0
"chicken","towel",0
"cow","towel",0
"deer","towel",0
"dog","towel",0
"donkey","towel",0
"duck","towel",0
"elephant","towel",0
"fish","towel",0
"frog","towel",0
"giraffe","towel",0
"goose","towel",0
"hen","towel",0
"horse","towel",0
"kitty","towel",0
"lamb","towel",0
"lion","towel",0
"monkey","towel",0
"moose","towel",0
"mouse","towel",0
"owl","towel",0
"penguin","towel",0
"pig","towel",0
"pony","towel",0
"puppy","towel",0
"rooster","towel",0
"sheep","towel",0
"squirrel","towel",0
"teddybear","towel",0
"tiger","towel",0
"turkey","towel",0
"turtle","towel",0
"wolf","towel",0
"zebra","towel",0
"airplane","towel",0
"bicycle","towel",0
"boat","towel",0
"bus","towel",0
"car","towel",0
"firetruck","towel",0
"helicopter","towel",0
"motorcycle","towel",0
"sled","towel",0
"stroller","towel",0
"tractor","towel",0
"train","towel",0
"tricycle","towel",0
"truck","towel",0
"ball","towel",0
"balloon","towel",0
"bat","towel",0
"block","towel",0
"book","towel",0
"bubbles","towel",0
"chalk","towel",0
"crayon","towel",0
"doll","towel",0
"game","towel",0
"glue","towel",0
"pen","towel",0
"pencil","towel",0
"play dough","towel",0
"present","towel",0
"puzzle","towel",0
"story","towel",0
"toy","towel",0
"apple","towel",0
"applesauce","towel",0
"banana","towel",0
"beans","towel",0
"bread","towel",0
"butter","towel",0
"cake","towel",0
"candy","towel",0
"carrots","towel",0
"cereal","towel",0
"cheerios","towel",0
"cheese","towel",0
"chicken","towel",0
"chocolate","towel",0
"coffee","towel",0
"coke","towel",0
"cookie","towel",0
"corn","towel",0
"cracker","towel",0
"donut","towel",0
"drink","towel",0
"egg","towel",0
"fish","towel",0
"food","towel",0
"french fries","towel",0
"grapes","towel",0
"green beans","towel",0
"gum","towel",0
"hamburger","towel",0
"ice","towel",0
"ice cream","towel",0
"jello","towel",0
"jelly","towel",0
"juice","towel",0
"lollipop","towel",0
"meat","towel",0
"melon","towel",0
"milk","towel",0
"muffin","towel",0
"noodles","towel",0
"nuts","towel",0
"orange","towel",0
"pancake","towel",0
"peas","towel",0
"peanut butter","towel",0
"pickle","towel",0
"pizza","towel",0
"popcorn","towel",0
"popsicle","towel",0
"potato chip","towel",0
"potato","towel",0
"pretzel","towel",0
"pudding","towel",0
"pumpkin","towel",0
"raisin","towel",0
"salt","towel",0
"sandwich","towel",0
"sauce","towel",0
"soda","towel",0
"soup","towel",0
"spaghetti","towel",0
"strawberry","towel",0
"toast","towel",0
"tuna","towel",0
"vanilla","towel",0
"vitamins","towel",0
"water","towel",0
"yogurt","towel",0
"beads","towel",0
"belt","towel",0
"bib","towel",0
"boots","towel",0
"button","towel",0
"coat","towel",0
"diaper","towel",0
"dress","towel",0
"gloves","towel",0
"hat","towel",0
"jacket","towel",0
"jeans","towel",0
"mittens","towel",0
"necklace","towel",0
"pajamas","towel",0
"pants","towel",0
"scarf","towel",0
"shirt","towel",0
"shoe","towel",0
"shorts","towel",0
"slipper","towel",0
"sneaker","towel",0
"snowsuit","towel",0
"sock","towel",0
"sweater","towel",0
"tights","towel",0
"underpants","towel",0
"zipper","towel",0
"ankle","towel",0
"arm","towel",0
"belly button","towel",0
"buttocks","towel",0
"cheek","towel",0
"chin","towel",0
"ear","towel",0
"eye","towel",0
"face","towel",0
"finger","towel",0
"foot","towel",0
"hair","towel",0
"hand","towel",0
"head","towel",0
"knee","towel",0
"leg","towel",0
"lips","towel",0
"mouth","towel",0
"nose","towel",0
"owie","towel",0
"penis","towel",0
"shoulder","towel",0
"toe","towel",0
"tongue","towel",0
"tooth","towel",0
"tummy","towel",0
"vagina","towel",0
"basket","towel",0
"blanket","towel",0
"bottle","towel",0
"bowl","towel",0
"box","towel",0
"broom","towel",0
"brush","towel",0
"bucket","towel",0
"camera","towel",0
"can","towel",0
"clock","towel",0
"comb","towel",0
"cup","towel",0
"dish","towel",0
"fork","towel",0
"garbage","towel",0
"glass","towel",0
"glasses","towel",0
"hammer","towel",0
"jar","towel",0
"keys","towel",0
"knife","towel",0
"lamp","towel",0
"light","towel",0
"medicine","towel",0
"money","towel",0
"mop","towel",0
"nail","towel",0
"napkin","towel",0
"paper","towel",0
"penny","towel",0
"picture","towel",0
"pillow","towel",0
"plant","towel",0
"plate","towel",0
"purse","towel",0
"radio","towel",0
"scissors","towel",0
"soap","towel",0
"spoon","towel",0
"tape","towel",0
"telephone","towel",0
"tissue","towel",0
"toothbrush","towel",0
"towel","towel",0
"trash","towel",0
"tray","towel",0
"vacuum","towel",0
"walker","towel",0
"watch","towel",0
"basement","towel",0
"bathroom","towel",1
"bathtub","towel",0
"bed","towel",0
"bedroom","towel",0
"bench","towel",0
"chair","towel",0
"closet","towel",0
"couch","towel",0
"crib","towel",0
"door","towel",0
"drawer","towel",0
"dryer","towel",0
"garage","towel",0
"high chair","towel",0
"kitchen","towel",0
"living room","towel",0
"oven","towel",0
"play pen","towel",0
"porch","towel",0
"potty","towel",0
"rocking chair","towel",0
"refrigerator","towel",0
"room","towel",0
"shower","towel",0
"sink","towel",0
"sofa","towel",0
"stairs","towel",0
"stove","towel",0
"table","towel",0
"TV","towel",0
"window","towel",0
"washing machine","towel",0
"backyard","towel",0
"cloud","towel",0
"flag","towel",0
"flower","towel",0
"garden","towel",0
"grass","towel",0
"hose","towel",0
"ladder","towel",0
"lawn mower","towel",0
"moon","towel",0
"pool","towel",0
"rain","towel",0
"rock","towel",0
"roof","towel",0
"sandbox","towel",0
"shovel","towel",0
"sidewalk","towel",0
"sky","towel",0
"slide","towel",0
"snow","towel",0
"snowman","towel",0
"sprinkler","towel",0
"star","towel",0
"stick","towel",0
"stone","towel",0
"street","towel",0
"sun","towel",0
"swing","towel",0
"tree","towel",0
"water","towel",0
"wind","towel",0
"alligator","trash",0
"animal","trash",0
"ant","trash",0
"bear","trash",0
"bee","trash",0
"bird","trash",0
"bug","trash",0
"bunny","trash",0
"butterfly","trash",0
"cat","trash",0
"chicken","trash",0
"cow","trash",0
"deer","trash",0
"dog","trash",0
"donkey","trash",0
"duck","trash",0
"elephant","trash",0
"fish","trash",0
"frog","trash",0
"giraffe","trash",0
"goose","trash",0
"hen","trash",0
"horse","trash",0
"kitty","trash",0
"lamb","trash",0
"lion","trash",0
"monkey","trash",0
"moose","trash",0
"mouse","trash",0
"owl","trash",0
"penguin","trash",0
"pig","trash",0
"pony","trash",0
"puppy","trash",0
"rooster","trash",0
"sheep","trash",0
"squirrel","trash",0
"teddybear","trash",0
"tiger","trash",0
"turkey","trash",0
"turtle","trash",0
"wolf","trash",0
